Date,Activity Type,Title,Distance,Calories,Total Time,Avg HR,Max HR,Avg Speed,Total Ascent,Total Descent,Steps,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Avg Speed Removed,Resting Heart Rate,stress
2025-04-01,Cardio,Cardio,0.0,424.0,0 days 00:59:25,108.0,163.0,,0.0,0.0,948.0,0 days 00:59:25,1,0 days 00:00:00,0 days 00:59:25,89,97,True,55,31
2025-04-02,Cardio,Bristol Cardio,0.0,444.0,0 days 01:01:45,115.0,172.0,,0.0,0.0,972.0,0 days 01:01:45,1,0 days 00:00:00,0 days 01:01:45,82,90,True,55,29
2025-04-02,Running,Bristol Running,5.01,441.0,0 days 00:28:49,150.0,165.0,0 days 00:05:45,54.0,54.0,421.0,0 days 00:01:09.300000,4,0 days 00:28:48,0 days 00:28:49,68,86,False,55,29
2025-04-03,Cardio,Cardio,0.0,388.0,0 days 00:53:19,112.0,160.0,,0.0,0.0,738.0,0 days 00:53:19,1,0 days 00:00:00,0 days 00:53:19,95,102,True,55,29
2025-04-04,Running,Bristol Running,5.02,420.0,0 days 00:23:05,179.0,196.0,0 days 00:04:36,44.0,44.0,421.0,0 days 00:00:48.200000,4,0 days 00:23:02,0 days 00:23:05,70,88,False,55,29
2025-04-04,Cardio,Bristol Cardio,1.88,478.0,0 days 01:17:07,107.0,147.0,,13.0,13.0,794.0,0 days 01:17:07,1,0 days 00:13:54,0 days 01:17:07,2,11,True,55,29
2025-04-05,Cardio,Taunton Deane Cardio,0.33,723.0,0 days 02:10:19,101.0,167.0,,2.0,2.0,421.0,0 days 02:10:19,1,0 days 00:01:38,0 days 02:10:19,25,34,True,55,29
2025-04-06,Running,Taunton Deane Running,16.17,1490.0,0 days 01:49:26,144.0,173.0,0 days 00:06:46,99.0,99.0,421.0,0 days 00:00:24.500000,11,0 days 01:48:32,0 days 01:49:26,16,40,False,55,29
2025-04-07,Cardio,Cardio,0.0,471.0,0 days 01:02:01,113.0,166.0,,0.0,0.0,600.0,0 days 01:02:01,1,0 days 00:00:00,0 days 01:02:01,93,103,True,55,29
2025-04-08,Cardio,Cardio,0.0,434.0,0 days 01:02:26,110.0,154.0,,0.0,0.0,924.0,0 days 01:02:26,1,0 days 00:00:00,0 days 01:02:26,89,97,True,55,29
2025-04-08,Running,Bristol Running,5.01,452.0,0 days 00:33:31,142.0,156.0,0 days 00:06:41,32.0,32.0,421.0,0 days 00:01:17.500000,4,0 days 00:33:29,0 days 00:33:31,73,93,False,55,29
2025-04-09,Cardio,Cardio,0.0,363.0,0 days 00:55:44,109.0,192.0,,0.0,0.0,948.0,0 days 00:55:44,1,0 days 00:00:00,0 days 00:55:44,91,100,True,54,30
2025-04-10,Treadmill Running,Treadmill Running,3.27,347.0,0 days 00:20:01,177.0,200.0,0 days 00:06:07,0.0,0.0,421.0,0 days 00:00:24,3,0 days 00:13:43,0 days 00:20:01,85,85,False,54,30
2025-04-10,Cardio,Bristol Cardio,1.49,348.0,0 days 01:03:35,106.0,157.0,,303.0,303.0,0.0,0 days 01:03:35,1,0 days 00:04:41,0 days 01:03:35,85,10,True,54,30
2025-04-11,Cardio,Bristol Cardio,1.75,516.0,0 days 01:23:38,109.0,165.0,,69.0,69.0,0.0,0 days 01:23:38,1,0 days 00:11:08,0 days 01:23:38,85,14,True,54,30
2025-04-13,Cardio,Cardio,0.0,448.0,0 days 01:21:39,100.0,150.0,,0.0,0.0,810.0,0 days 01:21:39,1,0 days 00:00:00,0 days 01:21:39,95,101,True,54,30
2025-04-13,Running,Bristol Running,5.01,418.0,0 days 00:24:31,168.0,186.0,0 days 00:04:53,38.0,38.0,421.0,0 days 00:00:50.800000,4,0 days 00:24:29,0 days 00:24:31,76,94,False,54,30
2025-04-14,Cardio,Cardio,0.0,426.0,0 days 01:01:13,110.0,144.0,,0.0,0.0,980.0,0 days 01:01:13,1,0 days 00:00:00,0 days 01:01:13,95,101,True,54,30
2025-04-14,Cardio,Bristol Cardio,3.03,552.0,0 days 00:42:58,150.0,182.0,,5.0,5.0,421.0,0 days 00:42:58,1,0 days 00:23:37,0 days 00:42:58,74,78,True,54,30
2025-04-22,Running,Bristol Running,5.01,448.0,0 days 00:27:20,164.0,184.0,0 days 00:05:27,28.0,28.0,421.0,0 days 00:01:02.100000,4,0 days 00:27:19,0 days 00:27:20,74,91,False,53,34
2025-04-24,Running,Bristol Running,5.01,443.0,0 days 00:30:07,145.0,159.0,0 days 00:06:01,26.0,26.0,421.0,0 days 00:01:06.300000,4,0 days 00:30:05,0 days 00:30:07,78,94,False,56,36
2025-04-25,Cardio,Cardio,0.0,375.0,0 days 00:53:57,109.0,151.0,,0.0,0.0,958.0,0 days 00:53:57,1,0 days 00:00:00,0 days 00:53:57,94,100,True,56,36
2025-04-27,Cardio,Bristol Cardio,1.44,382.0,0 days 01:09:06,99.0,163.0,,12.0,12.0,316.0,0 days 01:09:06,1,0 days 00:09:14,0 days 01:09:06,10,25,True,56,36
2025-04-28,Cardio,Cardio,0.0,424.0,0 days 01:02:12,109.0,164.0,,0.0,0.0,994.0,0 days 01:02:12,1,0 days 00:00:00,0 days 01:02:12,89,99,True,56,36
2025-04-28,Cardio,Bristol Cardio,2.14,524.0,0 days 00:43:51,144.0,186.0,,17.0,17.0,421.0,0 days 00:43:51,1,0 days 00:17:34,0 days 00:43:51,77,88,True,56,36
2025-04-29,Running,Bristol Running,4.01,346.0,0 days 00:19:53,172.0,186.0,0 days 00:04:57,21.0,21.0,421.0,0 days 00:04:08.700000,3,0 days 00:19:37,0 days 00:19:53,77,90,False,56,36
2025-05-01,Treadmill Running,Treadmill Running,2.78,270.0,0 days 00:15:01,178.0,190.0,0 days 00:05:24,0.0,0.0,421.0,0 days 00:06:15.900000,2,0 days 00:10:25,0 days 00:15:01,85,85,False,58,36
2025-05-01,Cardio,Bristol Cardio,0.05,339.0,0 days 00:38:00,121.0,152.0,,0.0,0.0,476.0,0 days 00:38:00,1,0 days 00:00:18,0 days 00:38:00,81,88,True,58,36
